Run Date: 10-apr-2014 
Semester: Fall 2014

 
Course	Title	Units	Lec/Sec	Days	Begin	End	Bldg/Room	Location	Instructor(s)
Aerospace Studies-ROTC	 	 	 	 	 	 	 	 	 	 
18980	M.S. Graduate Project	0-48	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
18983	M.S. Teaching Assistantship	0-24	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Hoe
18990	Reading and Research	0-48	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	PP	TBA			DNM DNM	Lisbon, Portugal	Instructor TBA
 	 	 	SV	TBA			TBA	San Jose, California	Instructor TBA
18991	ECE Graduate Teaching Internship	1-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Hoe
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	PP	TBA			DNM DNM	Lisbon, Portugal	Instructor TBA
 	 	 	SV	TBA			TBA	San Jose, California	Instructor TBA
18995	Practicum in Electrical and Computer Engineering	0-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
Engineering & Public Policy	 	 	 	 	 	 	 	 	 	 
19051	Study Abroad	0.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
19201	EPP Sophomore Seminar	1.0	A	M	01:30PM	02:20PM	DH 2105	Pittsburgh, Pennsylvania	Matthews
19301	Decision Making Methods for EPP	9.0	A	MW	11:30AM	12:50PM	WEH 3701	Pittsburgh, Pennsylvania	Jaramillo
19403	Policies of Wireless Systems and the Internet	12.0	A	TR	12:00PM	01:20PM	WEH 5403	Pittsburgh, Pennsylvania	Peha
19411	Global Competitiveness: Firms, Nations and Technological Change	9.0	A	MW	02:30PM	04:20PM	PH A19	Pittsburgh, Pennsylvania	Fuchs
19424	Energy and the Environment	9.0	A	TR	12:00PM	01:20PM	PH 126A	Pittsburgh, Pennsylvania	Rubin
19452	EPP Projects	12.0	A	TR	03:00PM	04:50PM	PH A18B	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TR	03:00PM	04:50PM	PH A22	Pittsburgh, Pennsylvania	Instructor TBA
19461	Invention & Innovation for Materials Intensive Technologies Part 1	4.5	A1	MW	09:00AM	10:20AM	PH A22	Pittsburgh, Pennsylvania	Heard, Whitacre
19462	Invention Innovation for Materials Intensive Technologies Part 2	4.5	A2	MW	09:00AM	10:20AM	PH A22	Pittsburgh, Pennsylvania	Heard, Whitacre
19500	Directed Study in EPP: Undergraduate	0-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
19550	Undergraduate Research	0-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
19602	Current Topics In Privacy Seminar	3.0	A	W	01:30PM	02:50PM	WEH 5302	Pittsburgh, Pennsylvania	Cranor
19608	Privacy, Policy, Law and Technology	12.0	A	TR	03:00PM	04:20PM	NSH 3002	Pittsburgh, Pennsylvania	Cranor
19624	Special Topics: Emerging Energy Policies-Shale Gas	12.0	A	MW	09:00AM	10:20AM	WEH 4623	Pittsburgh, Pennsylvania	Stine
19638	Smart Grids and Future Electric Energy Systems:	12.0	 	 	 	 	 	 
 	Smart Grids and Future Electric Energy Systems	 	T	W	05:00PM	06:20PM	WEH 5328	Pittsburgh, Pennsylvania	Ilic
 	 	 	 	F	11:30AM	12:20PM	HH 1107	Pittsburgh, Pennsylvania
 	 	 	 	TBA			DNM DNM	Pittsburgh, Pennsylvania
19645	Special Topics in Chemical Process Technology and Industry Structure	9.0	A	TR	12:00PM	01:20PM	DH 4201	Pittsburgh, Pennsylvania	Siirola
19679	Introduction to Meteorology	12.0	A	TR	01:30PM	03:20PM	WEH 5415	Pittsburgh, Pennsylvania	Instructor TBA
19683	Special Topics: Innovation Policy and Processes	6.0	A2	MW	10:30AM	11:50AM	WEH 4623	Pittsburgh, Pennsylvania	Stine
19684	Engineering and Technology Innovation Management in Practice	3,6	A	W	05:30PM	06:50PM	BH 235B	Pittsburgh, Pennsylvania	Fisher
19687	Principles and Practices of R&D Management	6.0	A1	M	05:30PM	08:20PM	BH 235B	Pittsburgh, Pennsylvania	Williams
19689	Finance for Innovation Management	6.0	A1	T	05:30PM	08:20PM	PH 226C	Pittsburgh, Pennsylvania	Hersh
19690	M.S. Project	3-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
19691	Special Topics: Decision-Making Methods for Innovation Management	6.0	A2	M	05:30PM	08:20PM	BH 235A	Pittsburgh, Pennsylvania	Wasson
19693	Managing and Leading Research and Development	12.0	A	MW	12:30PM	02:20PM	SH 208	Pittsburgh, Pennsylvania	Kryder
19696	Special Topics: Sustainable Development and Innovation	9.0	A	F	02:30PM	04:50PM	WEH 3701	Pittsburgh, Pennsylvania	Zaidi
19700	Directed Study in EPP: Graduate	0-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	PP	TBA			TBA	Lisbon, Portugal	Instructor TBA
19701	Introduction to the Theory and Practice of Policy Analysis	12.0	A	TR	10:30AM	11:50AM	GHC 4307	Pittsburgh, Pennsylvania	Morgan, Lima De Azevedo
19705	Workshop Applied Policy Analysis	6.0	A	TR	01:30PM	02:50PM	BH 129	Pittsburgh, Pennsylvania	Morgan
19711	Global Competitiveness: Firms, Nations, and Technological Change	12.0	A	MW	02:30PM	04:20PM	PH A19	Pittsburgh, Pennsylvania	Fuchs
19713	Policies of Wireless Systems and the Internet	12.0	A	TR	12:00PM	01:20PM	WEH 5403	Pittsburgh, Pennsylvania	Peha
19717	Introduction to Sustainable Engineering	12.0	A	MW	03:00PM	04:20PM	MM A14	Pittsburgh, Pennsylvania	Hendrickson
 	Introduction to Sustainable Engineering:	 	 	 	 	 	 	 
 	Introduction to Sustainable Engineering	 	B	TR	10:30AM	11:50AM	WEH 5409	Pittsburgh, Pennsylvania	Vanbriesen
19725	Special Topics: Technology and Policy Writing Across Disciplines	6.0	A	R	12:00PM	01:20PM	BH A54	Pittsburgh, Pennsylvania	Caruso
19750	Project Research	0-50	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	PP	TBA			TBA	Lisbon, Portugal	Instructor TBA
19751	Air Quality Engineering	12.0	A	TR	10:30AM	11:50AM	PH A18B	Pittsburgh, Pennsylvania	Sullivan
19752	EPP Project Management	12.0	A	TR	03:00PM	04:50PM	PH A18B	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TR	03:00PM	04:50PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
19753	EPP Teaching Practicum	0-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	PP	TBA			DNM DNM	Lisbon, Portugal	Instructor TBA
19760	EPP Internship in University Teaching	3-12	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	PP	TBA			TBA	Lisbon, Portugal	Instructor TBA
19770	Research Practicum in EPP	0,5,18,36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
19785	Engineering Optimization	12.0	A	MW	02:30PM	04:20PM	WEH 5409	Pittsburgh, Pennsylvania	Michalek
19799	EPP Ph.D. Thesis Research	0-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	PP	TBA			TBA	Lisbon, Portugal	Instructor TBA
19881	Seminar in Electricity Market Restructuring	6.0	A2	TR	03:30PM	05:20PM	POS 147	Pittsburgh, Pennsylvania	Apt
19883	Special Topics: Seminar in Climate & Energy Decision Making Under Uncertainty	3.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Lima De Azevedo
19885	Special Topics: Telecom Management Policy Research	3.0	A	R	12:00PM	01:20PM	WEH 5316	Pittsburgh, Pennsylvania	Ferreira
English	 	 	 	 	 	 	 	 	 	 
76050	Study Abroad	0.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
76100	Reading and Writing in an Academic Context	9.0	A	MWF	10:30AM	11:20AM	BH A54	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	MWF	11:30AM	12:20PM	WEH 5328	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	MWF	11:30AM	12:20PM	SH 208	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D	MWF	11:30AM	12:20PM	PH A19A	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	E	MWF	12:30PM	01:20PM	BH 255A	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	F	MWF	12:30PM	01:20PM	PH A19D	Pittsburgh, Pennsylvania	Instructor TBA
 	Reading and Writing in an Academic Context:	 	 	 	 	 	 	 
 	Reading and Writing in an Academic Context	 	G	MWF	01:30PM	02:20PM	WEH 5304	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	H	MWF	02:30PM	03:20PM	WEH 8427	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	I	MWF	03:30PM	04:20PM	WEH 5316	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	UTR	08:30AM	09:20AM	TBA	Doha, Qatar	Instructor TBA
 	 	 	WW	UTR	09:30AM	10:20AM	TBA	Doha, Qatar	Instructor TBA
 	 	 	X	UTR	09:30AM	10:20AM	TBA	Doha, Qatar	Hyman
 	 	 	XX	UTR	08:30AM	09:20AM	TBA	Doha, Qatar	Pessoa
 	 	 	Y	UTR	08:30AM	09:20AM	TBA	Doha, Qatar	Reynolds
 	 	 	YY	UTR	09:30AM	10:20AM	TBA	Doha, Qatar	Reynolds
 	 	 	Z	UTR	08:30AM	09:20AM	TBA	Doha, Qatar	Mitchell
76101	Interpretation and Argument	9.0	A	MWF	08:30AM	09:20AM	SH 212	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	AA	MWF	08:30AM	09:20AM	WEH 5304	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	MWF	08:30AM	09:20AM	WEH 5316	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	BB	MWF	09:30AM	10:20AM	PH 225B	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	MWF	09:30AM	10:20AM	DH 1217	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	CC	MWF	09:30AM	10:20AM	PH A19	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D	MWF	09:30AM	10:20AM	WEH 6423	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	DD	MWF	09:30AM	10:20AM	PH 226B	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	E	MWF	10:30AM	11:20AM	WEH 6423	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	EE	MWF	10:30AM	11:20AM	BH 237B	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	F	MWF	10:30AM	11:20AM	PH 225B	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	FF	MWF	10:30AM	11:20AM	PH A19D	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	G	MWF	10:30AM	11:20AM	WEH 5316	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	GG	MWF	11:30AM	12:20PM	BH 237B	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	H	MWF	11:30AM	12:20PM	WEH 6423	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	HH	MWF	11:30AM	12:20PM	PH A20	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	I	MWF	11:30AM	12:20PM	WEH 5316	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	II	MWF	11:30AM	12:20PM	PH 226C	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	J	MWF	11:30AM	12:20PM	WEH 5312	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	JJ	MWF	11:30AM	12:20PM	PH 225B	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	K	MWF	12:30PM	01:20PM	WEH 5320	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	KK	MWF	12:30PM	01:20PM	WEH 6423	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	L	MWF	12:30PM	01:20PM	PH 125B	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	LL	MWF	12:30PM	01:20PM	BH 237B	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	M	MWF	12:30PM	01:20PM	PH A20	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	MM	MWF	01:30PM	02:20PM	PH A21	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	N	MWF	01:30PM	02:20PM	BH 255A	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	NN	MWF	01:30PM	02:20PM	PH A20	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	O	MWF	01:30PM	02:20PM	WEH 5316	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	OO	MWF	02:30PM	03:20PM	PH A19C	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	P	MWF	02:30PM	03:20PM	PH A20	Pittsburgh, Pennsylvania	Instructor TBA
 	Interpretation and Argument:	 	 	 	 	 	 	 
 	Interpretation and Argument	 	PP	MWF	02:30PM	03:20PM	WEH 5310	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	Q	MWF	02:30PM	03:20PM	WEH 6423	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	QQ	MWF	02:30PM	03:20PM	WEH 5316	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	R	MWF	03:30PM	04:20PM	PH A20	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	RR	MWF	03:30PM	04:20PM	WEH 5304	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	S	MWF	04:30PM	05:20PM	BH 237B	Pittsburgh, Pennsylvania	Instructor TBA
 	Interpretation and Argument:	 	 	 	 	 	 	 
 	Interpretation and Argument	 	SS	TR	10:30AM	11:50AM	PH A19C	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	T	TR	01:30PM	02:50PM	TBD TBD	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	UTR	04:30PM	05:20PM	TBA	Doha, Qatar	Hyman
76144	English Freshman Seminar: College Novel	9.0	B	TR	10:30AM	11:50AM	TBD TBD	Pittsburgh, Pennsylvania	Newman
76239	Introduction to Film Studies	9.0	A	MWF	10:30AM	11:20AM	PH 226C	Pittsburgh, Pennsylvania	Vukoder
 	 	 	 	W	06:30PM	09:20PM	WEH 5415	Pittsburgh, Pennsylvania
76241	Introduction to Gender Studies	9.0	A	MWF	12:30PM	01:20PM	PH 226C	Pittsburgh, Pennsylvania	Tantrigoda
76247	Shakespeare: Comedies and Romances	9.0	Lec	MW	11:30AM	12:20PM	SH 219	Pittsburgh, Pennsylvania	Knapp
 	 	 	A	F	11:30AM	12:20PM	PH A22	Pittsburgh, Pennsylvania	Knapp
 	 	 	B	F	11:30AM	12:20PM	SH 214	Pittsburgh, Pennsylvania	Instructor TBA
76260	Survey of Forms: Fiction	9.0	A	MW	10:30AM	11:50AM	TBD TBD	Pittsburgh, Pennsylvania	Daniels
 	 	 	B	MW	12:00PM	01:20PM	BH 235A	Pittsburgh, Pennsylvania	McCafferty
76265	Survey of Forms: Poetry	9.0	A	TR	09:00AM	10:20AM	PH A22	Pittsburgh, Pennsylvania	Shapiro
 	 	 	B	TR	12:00PM	01:20PM	PH A18C	Pittsburgh, Pennsylvania	Costanzo
76267	Genre: The Short Story	9.0	A	TR	09:00AM	10:20AM	PH A19C	Pittsburgh, Pennsylvania	Kennedy
76269	Survey of Forms: Screenwriting	9.0	A	TR	03:00PM	04:20PM	PH 126A	Pittsburgh, Pennsylvania	Bernstein
76270	Writing for the Professions	9.0	A	MWF	09:30AM	10:20AM	PH 226C	Pittsburgh, Pennsylvania	Gordon
 	 	 	B	MWF	10:30AM	11:20AM	WEH 5320	Pittsburgh, Pennsylvania	Gordon
 	 	 	C	MWF	11:30AM	12:20PM	TBD TBD	Pittsburgh, Pennsylvania	Phillips
 	 	 	D	MWF	12:30PM	01:20PM	PH A21	Pittsburgh, Pennsylvania	Klein
76271	Introduction to Professional and Technical Writing	9.0	A	MW	01:30PM	02:50PM	TBD TBD	Pittsburgh, Pennsylvania	Werner
76272	Language in Design	9.0	A	MWF	11:30AM	12:20PM	WEH 5320	Pittsburgh, Pennsylvania	Shimmin
76273	Presenting a Public Self	9.0	A	TR	03:00PM	04:20PM	WEH 5312	Pittsburgh, Pennsylvania	Keating-Miller
76294	Interpretive Practices	9.0	A	TR	09:00AM	10:20AM	PH A19D	Pittsburgh, Pennsylvania	Straub
76297	Russia's Demons	9.0	A	TR	12:00PM	01:20PM	WEH 8427	Pittsburgh, Pennsylvania	Castellano
76300	Professional Seminar	3.0	A	R	12:00PM	01:20PM	PH 125B	Pittsburgh, Pennsylvania	Werner
76301	Internship	3-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Wynn
76302	Global Communication Center Practicum	9.0	A	MW	01:30PM	02:50PM	PH 125B	Pittsburgh, Pennsylvania	Wolfe
76303	Independent Study in Creative Writing	3-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Dilworth
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	E	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
76304	Independent Study in Rhetoric	3-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
76305	Independent Study in Professional/Technical Writing	3-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Ishizaki
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	TBA			DNM DNM	Pittsburgh, Pennsylvania	Purcell
76306	Editing and Publishing	3-18	A	TBA			BH 233	Pittsburgh, Pennsylvania	Costanzo
76307	Advanced Editing and Publishing	3-18	A	TBA			BH 233	Pittsburgh, Pennsylvania	Costanzo
76308	Creative Writing Internship in Publishing	3-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Daniels, Costanzo
76319	Environmental Rhetoric	9.0	A	TR	10:30AM	11:50AM	SH 212	Pittsburgh, Pennsylvania	Flower
76325	Topics in Rhetoric: Intertextuality	9.0	A	TR	03:00PM	04:20PM	WEH 5320	Pittsburgh, Pennsylvania	Oddo
76332	African American Literature: The African American Crime Novel	9.0	A	MW	03:00PM	04:20PM	GHC 4301	Pittsburgh, Pennsylvania	Lambert
76335	20th Century American: Mid-20th Century Fiction	9.0	A	M	06:30PM	09:20PM	PH 225B	Pittsburgh, Pennsylvania	Williams
76339	Advanced Studies in Film and Media: Into the Unknown: Film and Exotic Spaces	9.0	A	MW	12:00PM	01:20PM	TBD TBD	Pittsburgh, Pennsylvania	Hinkelman
 	 	 	 	R	06:30PM	09:20PM	PH A20	Pittsburgh, Pennsylvania
76341	Advanced Gender Studies	9.0	A	TR	01:30PM	02:50PM	WEH 5328	Pittsburgh, Pennsylvania	Aguiar
76350	History of Critical Ideas: Reading and Spectatorship	9.0	A	TR	12:00PM	01:20PM	SH 212	Pittsburgh, Pennsylvania	Klancher
76357	Linguistic & Social Aspects of Immigration	9.0	W	UT	10:30AM	11:50AM	TBA	Doha, Qatar	Pessoa
76361	Digital Humanities: Corpus Rhetoric	9.0	A	MW	12:00PM	01:20PM	TBA	Pittsburgh, Pennsylvania	Kaufer
76362	Reading in Forms: Novel	9.0	A	MW	09:00AM	10:20AM	PH A20	Pittsburgh, Pennsylvania	Dilworth
76364	Readings in Forms: Fiction:	9.0	 	 	 	 	 	 
 	Narrative	 	A	TR	10:30AM	11:50AM	TBD TBD	Pittsburgh, Pennsylvania	Instructor TBA
76365	Beginning Poetry Workshop	9.0	A	MW	01:30PM	02:50PM	BH A54	Pittsburgh, Pennsylvania	Daniels
76370	Independent Study in Literary and Cultural Studies	3-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Kennedy
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
76372	Topics in Journalism:	9.0	 	 	 	 	 	 
 	News Writing	 	A	R	06:30PM	09:20PM	BH 255B	Pittsburgh, Pennsylvania	Twedt
76373	Topics in Rhetoric: Argument	9.0	A	MW	12:00PM	01:20PM	DH 1211	Pittsburgh, Pennsylvania	Wynn
76375	Magazine Writing	9.0	A	MW	01:30PM	02:50PM	BH 145C	Pittsburgh, Pennsylvania	McCafferty
76376	Major Works of Modern Poetry:	9.0	 	 	 	 	 	 
 	Major Works of Modern Poetry	 	A	TR	01:30PM	02:50PM	PH 226C	Pittsburgh, Pennsylvania	Kennedy
76386	Language & Culture	9.0	A	MW	12:00PM	01:20PM	PH A19	Pittsburgh, Pennsylvania	Instructor TBA
76390	Style	9.0	A	MW	09:00AM	10:20AM	WEH 8427	Pittsburgh, Pennsylvania	Kaufer
 	 	 	W	MW	01:30PM	02:50PM	TBA	Doha, Qatar	Mitchell
76391	Document Design	12.0	A	MWF	10:30AM	11:50AM	WEH 5201	Pittsburgh, Pennsylvania	Ishizaki
76396	Non-Profit Advocacy:	9.0	 	 	 	 	 	 
 	Genres, Methods, and Issues	 	A	MW	09:00AM	10:20AM	BH 237B	Pittsburgh, Pennsylvania	Instructor TBA
76400	Literary Culture of Russia	6.0	A1	TR	10:30AM	11:50AM	PH 226A	Pittsburgh, Pennsylvania	Kats
 	 	 	A2	TR	10:30AM	11:50AM	PH 226A	Pittsburgh, Pennsylvania	Kats
76412	18th Century Literary and Cultural Studies:	9.0	 	 	 	 	 	 
 	Gender, Literature, and Performance in the Long 18th Century	 	A	TR	10:30AM	11:50AM	PH A19D	Pittsburgh, Pennsylvania	Straub
76427	Literary and Cultural Theory: The Rise of the American University	9.0	A	W	06:30PM	09:20PM	BH 255B	Pittsburgh, Pennsylvania	Williams
76438	Advanced Seminar in American Literary and Cultural Studies	9.0	A	TR	01:30PM	02:50PM	PH 125B	Pittsburgh, Pennsylvania	Newman
76440	Postcolonial Theory: Diaspora and Transnationalism	9.0	A	TR	12:00PM	01:20PM	WEH 5328	Pittsburgh, Pennsylvania	Aguiar
76444	Studies in Print Culture: History of Books and Reading: Media before "New Media"	9.0	A	TR	03:00PM	04:20PM	PH A21	Pittsburgh, Pennsylvania	Klancher
76460	Beginning Fiction Workshop	9.0	A	TR	12:00PM	01:20PM	BH 255B	Pittsburgh, Pennsylvania	Masters
76461	Special Projects: Non-Fiction - Personal Essay	9.0	A	TR	03:00PM	04:20PM	BH 255B	Pittsburgh, Pennsylvania	Masters
76462	Advanced Fiction Workshop	9.0	A	T	06:00PM	08:50PM	PH A19D	Pittsburgh, Pennsylvania	Gonzalez
76464	Creative Nonfiction Workshop:	9.0	 	 	 	 	 	 
 	Personal Essay	 	A	TR	01:30PM	02:50PM	PH 126A	Pittsburgh, Pennsylvania	Bernstein
76465	Advanced Poetry Workshop	9.0	A	TR	10:30AM	11:50AM	PH A22	Pittsburgh, Pennsylvania	Shapiro
76473	Topics in Rhetoric: Arugment Theory	9.0	A	TR	01:30PM	02:50PM	WEH 5316	Pittsburgh, Pennsylvania	Neuwirth
76476	Rhetoric of Science	9.0	A	MW	03:00PM	04:20PM	PH 226C	Pittsburgh, Pennsylvania	Wynn
76481	Writing for Multimedia	12.0	A	MWF	12:00PM	01:20PM	HBH 237	Pittsburgh, Pennsylvania	Staszel
76485	New Public Sphere	9.0	A	TR	03:00PM	04:20PM	PH A19C	Pittsburgh, Pennsylvania	Flower
76487	Web Design	9.0	A	MW	12:00PM	01:20PM	BH A54	Pittsburgh, Pennsylvania	Ishizaki
 	 	 	W	UT	10:30AM	11:50AM	CMB 1202	Doha, Qatar	Hagan
 	 	 	X	UT	04:30PM	05:50PM	TBA	Doha, Qatar	Hagan
76488	Web Design Lab	3.0	A	F	12:00PM	01:20PM	WEH 5201	Pittsburgh, Pennsylvania	Ishizaki
76511	Senior Project	9.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
76700	Professional Seminar	3.0	A	R	12:00PM	01:20PM	PH 125B	Pittsburgh, Pennsylvania	Werner
76702	Global Communication Center Tutoring Practicum	3-18	A	MW	01:30PM	02:50PM	PH 125B	Pittsburgh, Pennsylvania	Wolfe
76703	Independent Study in Creative Writing	3-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
76705	Professional Internship	3-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
76706	Editing and Publishing	9-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Costanzo
76707	Independent Study in Professional Writing	3-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
76710	Professional Writing Elective	9,12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
76719	Environmental Rhetoric	9,12	A	TR	10:30AM	11:50AM	SH 212	Pittsburgh, Pennsylvania	Flower
76720	Organizational Communication	9,12	A	MW	10:30AM	11:50AM	TBD TBD	Pittsburgh, Pennsylvania	Stark
76725	Topics in Rhetoric: Intertextuality	9,12	A	TR	03:00PM	04:20PM	WEH 5320	Pre-College Pittsburgh	Oddo
76735	20th Century American: Mid-20th Century Fiction	12.0	A	M	06:30PM	09:20PM	PH 225B	Pittsburgh, Pennsylvania	Williams
76750	History of Critical Ideas: Reading and Spectatorship	12.0	A	TR	12:00PM	01:20PM	SH 212	Pittsburgh, Pennsylvania	Klancher
76761	Digital Humanities: Corpus Rhetoric	6-12	A	MW	12:00PM	01:20PM	TBA	Pittsburgh, Pennsylvania	Kaufer
76772	Topics in Journalism:	9.0	 	 	 	 	 	 
 	News Writing	 	A	R	06:30PM	09:20PM	BH 255B	Pittsburgh, Pennsylvania	Twedt
76773	Topics in Rhetoric: Argument	9,12	A	MW	12:00PM	01:20PM	DH 1211	Pittsburgh, Pennsylvania	Wynn
76775	Magazine Writing	9.0	A	MW	01:30PM	02:50PM	BH 145C	Pittsburgh, Pennsylvania	McCafferty
76781	Writing for Multimedia	12.0	A	MWF	12:00PM	01:20PM	HBH 237	Pittsburgh, Pennsylvania	Staszel
76786	Language and Culture	9,12	A	MW	12:00PM	01:20PM	PH A19	Pittsburgh, Pennsylvania	Instructor TBA
76789	Rhetorical Grammar	9.0	A	TR	09:00AM	10:20AM	GHC 4101	Pittsburgh, Pennsylvania	Johnstone
76790	Style	9.0	A	TR	10:30AM	11:50AM	TBD TBD	Pittsburgh, Pennsylvania	Oddo
76791	Document Design	12.0	A	TRF	12:00PM	01:20PM	WEH 5201-3	Pittsburgh, Pennsylvania	Ishizaki
76796	Non-Profit Advocacy:	9.0	 	 	 	 	 	 
 	Genres, Methods, and Issues	 	A	MW	09:00AM	10:20AM	BH 237B	Pittsburgh, Pennsylvania	Instructor TBA
76800	Directed Study in Rhetoric	3-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	E	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
76801	Directed Study in Literary and Cultural Studies	3-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
