Run Date: 27-apr-2014 
Semester: Spring 2014

 
Course	Title	Units	Lec/Sec	Days	Begin	End	Bldg/Room	Location	Instructor(s)
Aerospace Studies-ROTC	 	 	 	 	 	 	 	 	 	 
03210	Independent Study	1-12	A3	TBA			TBA	Pittsburgh, Pennsylvania	Braun
 	 	 	B4	TBA			TBA	Pittsburgh, Pennsylvania	Braun
03230	Intro to Mammalian Physiology	9.0	W	UTR	09:30AM	10:20AM	CMB 2152	Doha, Qatar	Hovis
03232	Biochemistry I	9.0	Lec	MWF	09:30AM	10:20AM	WEH 7500	Pittsburgh, Pennsylvania	Rule
 	 	 	A	W	02:30PM	03:20PM	SH 214	Pittsburgh, Pennsylvania	Rule
 	 	 	B	R	03:30PM	04:20PM	WEH 5409	Pittsburgh, Pennsylvania	Rule
 	 	 	C	T	03:30PM	04:20PM	WEH 5409	Pittsburgh, Pennsylvania	Rule
03240	Cell Biology	9.0	A	MWF	09:30AM	10:20AM	MM 103	Pittsburgh, Pennsylvania	Puthenveedu
 	 	 	W	UTR	01:30PM	02:20PM	CMB 1190	Doha, Qatar	Bouaouina
03250	Introduction to Computational Biology	12.0	W	R	03:30PM	04:50PM	CMB 1032	Doha, Qatar	Ilyin
 	 	 	 	UTR	08:30AM	09:20AM	CMB 1032	Doha, Qatar
 	 	 	Lec	MWF	10:30AM	11:20AM	HH B103	Pittsburgh, Pennsylvania	Murphy, Schwartz
 	 	 	A	F	11:30AM	12:50PM	CYH 100	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	F	01:00PM	02:20PM	CYH 100	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	F	02:30PM	03:50PM	CYH 100	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D	F	02:30PM	03:50PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
03251	Introduction to Computational Molecular Biology	6.0	13	MWF	10:30AM	11:20AM	HH B103	Pittsburgh, Pennsylvania	Schwartz
 	 	 	A3	F	11:30AM	12:50PM	CYH 100	Pittsburgh, Pennsylvania	Schwartz
 	 	 	B3	F	01:00PM	02:20PM	CYH 100	Pittsburgh, Pennsylvania	Schwartz
 	 	 	C3	F	02:30PM	03:50PM	CYH 100	Pittsburgh, Pennsylvania	Schwartz
03252	Introduction to Computational Cell Biology	6.0	14	MWF	10:30AM	11:20AM	HH B103	Pittsburgh, Pennsylvania	Murphy
 	 	 	A4	F	11:30AM	12:50PM	CYH 100	Pittsburgh, Pennsylvania	Murphy
 	 	 	B4	F	01:00PM	02:20PM	CYH 100	Pittsburgh, Pennsylvania	Murphy
 	 	 	C4	F	02:30PM	03:50PM	CYH 100	Pittsburgh, Pennsylvania	Murphy
03260	Neurobiology of Disease	9.0	A	MWF	11:30AM	12:20PM	WEH 7500	Pittsburgh, Pennsylvania	Brasier
03344	Experimental Biochemistry	12.0	W	MW	01:30PM	05:20PM	CMB 2196	Doha, Qatar	Vincent
 	 	 	 	U	03:30PM	04:20PM	CMB 2196	Doha, Qatar
 	 	 	Lec	W	01:30PM	02:20PM	MI 348	Pittsburgh, Pennsylvania	Doonan
 	 	 	A	MF	12:30PM	04:20PM	MI 333	Pittsburgh, Pennsylvania	Doonan
 	 	 	B	TR	12:30PM	04:20PM	MI 333	Pittsburgh, Pennsylvania	Doonan
 	 	 	 	TR	12:30PM	01:20PM	MI 348	Pittsburgh, Pennsylvania
03350	Developmental Biology	9.0	A	MWF	09:30AM	10:20AM	PH 125C	Pittsburgh, Pennsylvania	Ettensohn
03362	Cellular Neuroscience	9.0	A	TR	09:00AM	10:20AM	DH A302	Pittsburgh, Pennsylvania	Barth
03370	Principles of Biotechnology	9.0	A	TR	09:00AM	10:20AM	WEH 4623	Pittsburgh, Pennsylvania	Bruchez
03390	Molecular and Cellular Immunology	9.0	A	TR	10:30AM	11:50AM	SH 214	Pittsburgh, Pennsylvania	Rule
03391	Microbiology	9.0	A	TR	12:00PM	01:20PM	GHC 5222	Pittsburgh, Pennsylvania	Mitchell, Evilevitch, Hiller
03392	Microbiology Laboratory	6.0	A4	MF	01:30PM	04:20PM	DH 2303	Pittsburgh, Pennsylvania	Visomirski-Robic
03402	Undergraduate Colloquium for Seniors	1-3	A	R	09:30AM	10:20AM	DH 1212	Pittsburgh, Pennsylvania	Braun
03410	Special Topics in Biological Sciences:	4.5	 	 	 	 	 	 
 	Neural Correlates of Learning and Memory	 	A3	TR	10:30AM	11:50AM	WEH 4623	Pittsburgh, Pennsylvania	Kuhlman
03412	Topics in Research	1-2	A	W	03:30PM	04:20PM	MI 348	Pittsburgh, Pennsylvania	Kauffman
03442	Molecular Biology	9.0	W	MW	10:30AM	11:50AM	CMB 1031	Doha, Qatar	Finkel
03445	Undergraduate Research	1-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Braun
 	 	 	W	TBA			DNM DNM	Doha, Qatar	Hovis, Finkel, Ilyin
03534	Biological Imaging and Fluorescence Spectroscopy	9.0	A	TR	10:30AM	11:50AM	MI 355	Pittsburgh, Pennsylvania	Waggoner, Lanni
03545	Honors Research	1-9	A	TBA			TBA	Pittsburgh, Pennsylvania	Braun
03601	Computational Biology Internship	3-36	A	TBA			TBA	Pittsburgh, Pennsylvania	Thickman
03620	Techniques in Electron Microscopy	9.0	A	R	01:30PM	04:20PM	MI 301B	Pittsburgh, Pennsylvania	Suhan
03700	MS Thesis Research	6-36	A	TBA			TBA	Pittsburgh, Pennsylvania	Subramanian
03713	Bioinformatics Data Integration Practicum	6.0	A4	T	04:30PM	05:50PM	MI 434	Pittsburgh, Pennsylvania	McManus, Kingsford
03730	Advanced Genetics	12.0	A	M	04:30PM	06:20PM	MI 434	Pittsburgh, Pennsylvania	Woolford, Mitchell, McManus
03741	Advanced Cell Biology	12.0	A	F	01:30PM	03:50PM	MI 355	Pittsburgh, Pennsylvania	Linstedt, Campbell, Lee, Leduc
03744	Membrane Trafficking	9.0	A	T	01:30PM	03:20PM	TBA	Pittsburgh, Pennsylvania	Linstedt
03747	Proposal Preparation and Peer Review	4.0	A3	MR	03:30PM	04:50PM	MI 448	Pittsburgh, Pennsylvania	Barth
03750	Graduate Seminar	1.0	A	W	03:30PM	04:20PM	MI 348	Pittsburgh, Pennsylvania	Woolford, Hiller
03755	Graduate Research Seminar	3.0	A	W	12:30PM	01:20PM	MI 348	Pittsburgh, Pennsylvania	Woolford, Hiller
03762	Advanced Cellular Neuroscience	12.0	A	TR	09:00AM	10:20AM	MI 130	Pittsburgh, Pennsylvania	Urban
03770	Principles of Biotechnology	12.0	A	TR	09:00AM	10:20AM	WEH 4623	Pittsburgh, Pennsylvania	Bruchez
03791	Advanced Microbiology	12.0	Lec	TR	12:00PM	01:20PM	GHC 5222	Pittsburgh, Pennsylvania	Mitchell, Hiller
 	 	 	A	T	04:30PM	05:50PM	MI 434	Pittsburgh, Pennsylvania	Mitchell, Hiller
03900	Doctoral Thesis Research	5-36	A	TBA			TBA	Pittsburgh, Pennsylvania	Urban
Biomedical Engineering	 	 	 	 	 	 	 	 	 	 
42051	Study Abroad	0.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42101	Introduction to Biomedical Engineering	12.0	A	MWF	02:30PM	04:20PM	DH A302	Pittsburgh, Pennsylvania	Bettinger
42200	Sophomore BME Research Project	3-12	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42201	Professional Issues in Biomedical Engineering	3.0	A	R	12:30PM	01:20PM	DH A302	Pittsburgh, Pennsylvania	Pekkan
42202	Physiology	9.0	A	MWF	12:30PM	01:20PM	MM 103	Pittsburgh, Pennsylvania	Campbell
42203	Biomedical Engineering Laboratory	9.0	A	MW	01:30PM	02:50PM	EDS 125	Pittsburgh, Pennsylvania	Zapanta
 	 	 	B	TR	10:30AM	11:50AM	EDS 125	Pittsburgh, Pennsylvania	Zapanta
42300	Junior BME Research Project	3-12	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	TBA			TBA	Pittsburgh, Pennsylvania
42400	Senior BME Research Project	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42402	BME Design Project	9.0	A	TR	03:00PM	04:20PM	MM 103	Pittsburgh, Pennsylvania	Zapanta
42444	Medical Devices	9.0	A	MW	01:30PM	02:50PM	PH A18B	Pittsburgh, Pennsylvania	Trumble
42624	Biological Transport and Drug Delivery	9.0	A	TR	09:00AM	10:20AM	DH 2105	Pittsburgh, Pennsylvania	Tilton
42632	Neural Signal Processing	12.0	A	TR	01:30PM	02:50PM	DH 1212	Pittsburgh, Pennsylvania	Yu
42640	Computational Bio-Modeling and Visualization	12.0	A	MW	11:30AM	01:20PM	WEH 5415	Pittsburgh, Pennsylvania	Zhang
42643	Microfluids	12.0	A	TR	08:30AM	10:20AM	SH 125	Pittsburgh, Pennsylvania	Anna
42646	Molecular Biomechanics	9.0	A	TR	09:00AM	10:20AM	WEH 5310	Pittsburgh, Pennsylvania	Dahl
42647	Introduction to Continuum Biomechanics	12.0	A	W	04:30PM	07:20PM	WEH 5403	Pittsburgh, Pennsylvania	Massoudi
42660	Surgery for Engineers	12.0	A	R	05:30PM	08:20PM	GHC 4307	Pittsburgh, Pennsylvania	Edington
42697	Special Topics (Mini):	6.0	 	 	 	 	 	 
 	Biomimetic Engineering	 	B3	MW	03:00PM	04:20PM	DH 1209	Pittsburgh, Pennsylvania	Pekkan
42698	Special Topics:	9.0	 	 	 	 	 	 
 	Introduction to BME Signal Processing	 	C	T	06:00PM	08:50PM	GHC 5222	Pittsburgh, Pennsylvania	Kovacevic
42699	Special Topics:	12.0	 	 	 	 	 	 
 	Tissue Engineering	 	E	MWF	09:30AM	11:20AM	EDS 125	Pittsburgh, Pennsylvania	Feinberg
 	Special Topics:	 	 	 	 	 	 	 
 	Computation Methods in BME	 	G	MW	09:00AM	10:20AM	GHC 4211	Pittsburgh, Pennsylvania	Rohde
 	Special Topics:	 	 	 	 	 	 	 
 	Inventive Problem Solving in Biomedical Engineering	 	L	R	05:30PM	08:20PM	GHC 5222	Pittsburgh, Pennsylvania	Antaki
 	Special Topics:	 	 	 	 	 	 	 
 	Cardiovascular Biomechanics	 	M	TR	10:30AM	11:50AM	SH 220	Pittsburgh, Pennsylvania	Cook
 	Special Topics:	 	 	 	 	 	 	 
 	Nanoscience and Nanotechnologies in BME	 	N	MW	09:00AM	10:20AM	GHC 5222	Pittsburgh, Pennsylvania	Cohen-Karni
42701	Biomedical Engineering Seminar	0.0	A	T	04:30PM	05:50PM	MM 103	Pittsburgh, Pennsylvania	Rohde, Wang
42702	Advanced Physiology	12.0	A	TR	01:30PM	02:50PM	WEH 5310	Pittsburgh, Pennsylvania	Campbell
42731	Bioimage Informatics	12.0	A	MW	12:00PM	01:20PM	WEH 8427	Pittsburgh, Pennsylvania	Yang
42735	Medical Image Analysis	12.0	A	TR	10:30AM	11:50AM	GHC 5222	Pittsburgh, Pennsylvania	Galeotti
42744	Medical Devices	12.0	A	MW	01:30PM	02:50PM	PH A18B	Pittsburgh, Pennsylvania	Trumble
42790	Practicum in Biomedical Engineering	12.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Trumble
 	 	 	 	TBA			TBA	Pittsburgh, Pennsylvania
42792	Extramural Practicum	3-36	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42798	Current Readings in Biomedical Engineering	1-2	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42799	Directed Study	3-9	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42890	M.S. Research	9-48 4	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42899	M.S. Research Final Report	0.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42990	Ph.D. Thesis Research	3-48	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42996	Teaching Assistantship	2.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42997	Ph.D. Qualifying Examination	0.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42998	Ph.D. Proposal	0.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42999	Ph.D Thesis Defense	0.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
Business Administration	 	 	 	 	 	 	 	 	 	 
70051	Study Abroad	0.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
70101	Introduction to Business Management	9.0	A	M	06:30PM	09:20PM	IA SIM AU	Pittsburgh, Pennsylvania	Ramirez
70122	Introduction to Accounting	9.0	W	UTR	01:30PM	02:20PM	CMB 1185	Doha, Qatar	O'Brien
 	 	 	Lec 1	MW	08:30AM	09:20AM	IA SIM AU	Pittsburgh, Pennsylvania	Ruchti
 	 	 	A	F	08:30AM	09:20AM	IA SIM AU	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	F	08:30AM	09:20AM	WEH 6423	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	F	08:30AM	09:20AM	DH 1209	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	Lec 2	MW	09:30AM	10:20AM	IA SIM AU	Pittsburgh, Pennsylvania	Ruchti
 	 	 	D	F	09:30AM	10:20AM	IA SIM AU	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	E	F	09:30AM	10:20AM	GHC 4101	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	F	F	09:30AM	10:20AM	SH 220	Pittsburgh, Pennsylvania	Instructor TBA
70160	Graphic Media Management	9.0	A	TR	01:30PM	02:50PM	PH A18A	Pittsburgh, Pennsylvania	Stanton
70194	Publishing Management in the Information Age	9.0	A	T	03:00PM	04:20PM	WEH 4623	Pittsburgh, Pennsylvania	Stanton
 	 	 	 	R	03:00PM	04:20PM	BH 140F	Pittsburgh, Pennsylvania
70201	Professional and Service Projects	9.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Cofield
 	 	 	W	TBA			DNM DNM	Doha, Qatar	White
70208	Regression Analysis	9.0	W	MW	09:00AM	10:20AM	CMB 1185	Doha, Qatar	Gasper
 	 	 	X	MW	10:30AM	11:50AM	CMB 1185	Doha, Qatar	Gasper
 	 	 	Lec 1	MW	10:30AM	11:20AM	IA SIM AU	Pittsburgh, Pennsylvania	Ferreyra
 	 	 	A	F	10:30AM	11:20AM	IA SIM AU	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	F	10:30AM	11:20AM	WEH 5312	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	Lec 2	MW	11:30AM	12:20PM	IA SIM AU	Pittsburgh, Pennsylvania	Ferreyra
 	 	 	D	F	11:30AM	12:20PM	IA SIM AU	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	E	F	11:30AM	12:20PM	WEH 5310	Pittsburgh, Pennsylvania	Instructor TBA
70311	Organizational Behavior	9.0	A	TR	09:00AM	10:20AM	IA SIM AU	Pittsburgh, Pennsylvania	Hahl
 	 	 	B	TR	10:30AM	11:50AM	IA SIM AU	Pittsburgh, Pennsylvania	Hahl
70321	Negotiation and Conflict Resolution	9.0	A	MW	09:00AM	10:20AM	DH 1117	Pittsburgh, Pennsylvania	Turan
70332	Business, Society and Ethics	9.0	A	TR	03:00PM	04:20PM	BH A53	Pittsburgh, Pennsylvania	Hornack
 	 	 	B	TR	06:30PM	07:50PM	BH A53	Pittsburgh, Pennsylvania	Hornack
 	 	 	W	UTR	08:30AM	09:20AM	CMB 2152	Doha, Qatar	Gray
70339	Information Technology for Finance	9.0	A	TR	03:00PM	04:20PM	CFA 102	Pittsburgh, Pennsylvania	Singh
70340	Business Communications	9.0	A	MWF	01:30PM	02:20PM	WEH 5415	Pittsburgh, Pennsylvania	Kirkpatrick
 	 	 	B	MWF	02:30PM	03:20PM	SH 222	Pittsburgh, Pennsylvania	Koerbel
 	 	 	C	MWF	03:30PM	04:20PM	SH 222	Pittsburgh, Pennsylvania	Koerbel
70342	Managing Across Cultures	9.0	A	MW	01:30PM	02:50PM	PH 125C	Pittsburgh, Pennsylvania	Hooker
70345	Business Presentations	9.0	A	TR	10:30AM	11:50AM	WEH 5312	Pittsburgh, Pennsylvania	Placone
 	 	 	B	TR	12:00PM	01:20PM	WEH 5312	Pittsburgh, Pennsylvania	Placone
 	 	 	C	TR	01:30PM	02:50PM	WEH 5312	Pittsburgh, Pennsylvania	Deems
 	 	 	D	TR	03:00PM	04:20PM	WEH 5312	Pittsburgh, Pennsylvania	Deems
 	 	 	W	MW	09:00AM	10:20AM	CMB 1064	Doha, Qatar	McGinnis
 	 	 	X	MW	10:30AM	11:50AM	CMB 1064	Doha, Qatar	McGinnis
70350	Business Acting	9.0	A	MWF	09:30AM	10:20AM	CFA 102	Pittsburgh, Pennsylvania	Hitch
 	 	 	B	MWF	12:30PM	01:20PM	PH A19	Pittsburgh, Pennsylvania	Hitch
70352	Business Acting	3.0	W	TBA			TBA	Doha, Qatar	Hitch
70364	Business Law	9.0	A	W	06:30PM	09:20PM	BH 136A	Pittsburgh, Pennsylvania	Roberts
70365	International Trade and International Law	9.0	A	W	06:30PM	09:20PM	IA SIM AU	Pittsburgh, Pennsylvania	Early
70366	Intellectual Property and E-Commerce	6.0	A4	T	06:30PM	09:20PM	MM A14	Pittsburgh, Pennsylvania	Tungate
70371	Operations Management	9.0	A	MW	12:00PM	01:20PM	HH B103	Pittsburgh, Pennsylvania	Akan
70381	Marketing I	9.0	A	TR	01:30PM	02:50PM	IA SIM AU	Pittsburgh, Pennsylvania	Huang
 	 	 	B	TR	03:00PM	04:20PM	IA SIM AU	Pittsburgh, Pennsylvania	Huang
70385	Consumer Behavior	9.0	A	TR	01:30PM	02:50PM	WEH 6423	Pittsburgh, Pennsylvania	Giblin
70391	Finance	9.0	A	MW	01:30PM	02:50PM	IA SIM AU	Pittsburgh, Pennsylvania	Telmer
70397	Introduction to Entrepreneurial Finance	6.0	A3	MW	01:30PM	02:50PM	PH A21	Pittsburgh, Pennsylvania	Ewens
70398	International Finance	9.0	A	MW	12:00PM	01:20PM	DH 1117	Pittsburgh, Pennsylvania	Osambela Zavala
70401	Management Game	12.0	A	TR	12:00PM	01:20PM	IA SIM AU	Pittsburgh, Pennsylvania	Lamont
 	 	 	W	MW	04:30PM	05:50PM	CMB 1199	Doha, Qatar	Vargo
70415	Introduction to Entrepreneurship	9.0	A	TR	09:00AM	10:20AM	WEH 5302	Pittsburgh, Pennsylvania	Anderson
 	 	 	B	TR	10:30AM	11:50AM	WEH 5302	Pittsburgh, Pennsylvania	Anderson
70416	New Venture Creation	9.0	A	M	06:30PM	09:20PM	PH 226A	Pittsburgh, Pennsylvania	Mawhinney
 	 	 	W	MW	09:00AM	10:20AM	CMB 2152	Doha, Qatar	White
70419	Entrepreneurship Practicum: The Apprentice	9.0	A	TR	01:30PM	02:50PM	POS MN AUD	Pittsburgh, Pennsylvania	Culbertson
70422	Managerial Accounting	9.0	A	TR	01:30PM	02:50PM	BH A53	Pittsburgh, Pennsylvania	Stecher
70423	Technology-Based Entrepreneurship	9.0	W	UT	10:30AM	11:50AM	CMB 1199	Doha, Qatar	Emerson
70424	Corporate Financial Reporting	9.0	A	TR	09:00AM	10:20AM	PH A22	Pittsburgh, Pennsylvania	Kaiser
 	 	 	B	TR	10:30AM	11:50AM	PH A22	Pittsburgh, Pennsylvania	Kaiser
70425	Entrepreneurship in Creative Industries	9.0	A	TR	09:00AM	10:20AM	BH 235B	Pittsburgh, Pennsylvania	Cunningham
70428	Financial Statement Analysis	9.0	A	TR	10:30AM	11:50AM	PH A21	Pittsburgh, Pennsylvania	Li
70430	International Management	9.0	A	TR	06:30PM	07:50PM	IA SIM AU	Pittsburgh, Pennsylvania	Cofield
70437	Organizational Learning and Strategic Management	9.0	A	TR	10:30AM	11:50AM	BH 235B	Pittsburgh, Pennsylvania	Argote
70438	Commercialization and Innovation	9.0	A	TR	03:00PM	04:20PM	PH 225B	Pittsburgh, Pennsylvania	Boni, Imam
70440	Corporate Strategy	9.0	A	TR	03:00PM	04:20PM	PH A22	Pittsburgh, Pennsylvania	Lamont
70443	Digital Marketing and Social Media Strategy	9.0	A	TR	09:00AM	10:20AM	GHC 4101	Pittsburgh, Pennsylvania	Singh
 	 	 	W	UTR	02:30PM	03:20PM	CMB 1031	Doha, Qatar	Collier
70448	CEO Perspective	9.0	W	MW	01:30PM	02:50PM	CMB 1199	Doha, Qatar	Emerson
70451	Management Information Systems	9.0	A	MW	03:00PM	04:20PM	IA SIM AU	Pittsburgh, Pennsylvania	Gatterbauer
 	 	 	W	UTR	01:30PM	02:20PM	CMB 2152	Doha, Qatar	Mukhopadhyay
 	 	 	X	UTR	02:30PM	03:20PM	CMB 2152	Doha, Qatar	Mukhopadhyay
70453	Business Technology for Consulting	9.0	A	TR	09:00AM	10:20AM	PH 126A	Pittsburgh, Pennsylvania	Monroe
 	 	 	W	UT	10:30AM	11:50AM	CMB 1031	Doha, Qatar	Collier
70455	Modern Data Management	9.0	A	TR	01:30PM	02:50PM	PH A19C	Pittsburgh, Pennsylvania	Gatterbauer
 	 	 	W	MW	10:30AM	11:50AM	CMB 1190	Doha, Qatar	Mukhopadhyay
70471	Supply Chain Management	9.0	W	UTR	01:30PM	02:20PM	TBA	Doha, Qatar	Kekre
70474	Quality Management and Productivity	9.0	A	MW	09:00AM	10:20AM	IA 384	Pittsburgh, Pennsylvania	Akan
 	 	 	W	MW	01:30PM	02:50PM	CMB 1032	Doha, Qatar	Kekre
70476	Service Operations Management	9.0	A	MW	03:00PM	04:20PM	PH A21	Pittsburgh, Pennsylvania	Akan
70480	International Marketing	9.0	W	MW	09:00AM	10:20AM	CMB 2147	Doha, Qatar	Civi
70481	Marketing Research	9.0	A	TR	10:30AM	11:50AM	PH 226A	Pittsburgh, Pennsylvania	Corder
 	 	 	W	UTR	03:30PM	04:20PM	CMB 1199	Doha, Qatar	Stuettgen
70485	Product and Brand Management	9.0	W	MW	01:30PM	02:50PM	CMB 2147	Doha, Qatar	Civi
70488	Interactive Marketing	6.0	A4	TR	03:00PM	04:20PM	HBH 1001	Pittsburgh, Pennsylvania	Smith
70492	Investment Analysis	9.0	W	UT	10:30AM	11:50AM	CMB 2052	Doha, Qatar	Farooqi
70493	Advanced Topics In Macroeconomics and Real Business Cycles	6.0	W	MW	03:00PM	04:20PM	CMB 1031	Doha, Qatar	Kydland, Sileo
70494	Financial Markets: Anomalies and Efficiencies	6.0	W	UTR	04:30PM	05:20PM	CMB 2051	Doha, Qatar	O'Brien, Farooqi
70495	Corporate Finance	9.0	A	TR	09:00AM	10:20AM	WEH 5415	Pittsburgh, Pennsylvania	Glover
 	 	 	B	TR	10:30AM	11:50AM	WEH 5415	Pittsburgh, Pennsylvania	Glover
 	 	 	W	MW	10:30AM	11:50AM	CMB 1199	Doha, Qatar	Farooqi
70496	Entrepreneurial Finance: Valuation & Deal	6.0	A4	MW	01:30PM	02:50PM	WEH 4623	Pittsburgh, Pennsylvania	Ewens
70499	Internship	1-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
70501	Honor Thesis II	3-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	TBA			DNM DNM	Doha, Qatar	McGinnis
70502	Independent Study in Management	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	TBA			DNM DNM	Doha, Qatar	White
70503	Independent Study in Marketing	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
70504	Independent Study in Organizational Behavior	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	TBA			DNM DNM	Doha, Qatar	Collier
70505	Independent Study in Finance	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	TBA			DNM DNM	Doha, Qatar	Farooqi
70506	Independent Study Management Information Systems	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
70507	Independent Study in Business Communications	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
70508	Independent Study in International Management	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Hooker
 	 	 	W	TBA			DNM DNM	Doha, Qatar	Emerson
70509	Independent Study in Entrepreneurship	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	TBA			DNM DNM	Doha, Qatar	White
70637	Interactive Media Design Management	9.0	A	TR	01:30PM	02:50PM	BH 140F	Pittsburgh, Pennsylvania	Dillon
70643	Publishing on the World Wide Web	9.0	A	T	12:00PM	01:20PM	WEH 5202	Pittsburgh, Pennsylvania	Stanton
 	 	 	 	R	12:00PM	01:20PM	DH 1211	Pittsburgh, Pennsylvania
70650	Independent Study: Graphic Communications Management	3-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Stanton
CFA Interdisciplinary	 	 	 	 	 	 	 	 	 	 
62010	Pittsburgh Filmakers	9.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
62051	Study Abroad	0.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
62103	Modern Dance Workshop	6.0	A	S	03:00PM	05:20PM	PCA 306	Pittsburgh, Pennsylvania	Ward
62110	Passport to the Arts	9.0	A	F	11:30AM	12:20PM	MM 103	Pittsburgh, Pennsylvania	Kovak
62141	Black and White Photography I	10.0	A	MW	01:30PM	04:20PM	MM B10	Pittsburgh, Pennsylvania	Gruzska
 	 	 	B	TR	08:30AM	11:20AM	MM B10	Pittsburgh, Pennsylvania	Spradlin
 	 	 	C	TR	01:30PM	04:20PM	MM B10	Pittsburgh, Pennsylvania	Maurides
62142	Digital Photography I	10.0	A	MW	01:30PM	04:20PM	MM B2	Pittsburgh, Pennsylvania	Vitone
62241	Black and White Photography II	10.0	A	MW	08:30AM	11:20AM	MM B10	Pittsburgh, Pennsylvania	Griffin
62247	Introduction to Hot Glass I	3.0	A	T	12:30PM	03:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	T	06:30PM	09:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	W	09:30AM	12:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D	R	12:30PM	03:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	E	U	09:30AM	12:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62250	Beginner Beadmaking	3.0	A	S	12:30PM	03:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62252	Marble Madness	3.0	A	S	03:30PM	06:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62253	Fused Glass Jewelry	3.0	A	W	06:30PM	09:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62254	Bends, Seals and Sculpting	3.0	A	W	06:30PM	09:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62256	Introduction to Coldworking	3.0	A	S	03:30PM	06:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62257	Networking	3.0	A	R	12:30PM	03:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62261	Cold Cuts and Lamination	3.0	A	W	06:30PM	09:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62263	Working Deep	3.0	A	S	03:30PM	06:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62298	Photography and Reality	10.0	A	TR	01:30PM	04:20PM	MM B2	Pittsburgh, Pennsylvania	Panar
62334	Photography, Community & Change	9.0	A	F	09:00AM	11:20AM	MM 121	Pittsburgh, Pennsylvania	Brodsky
